LPS|GNFR|E-PRTR/PRTR Facility ID|Height class|Longitude (deg)|Latitude (deg)|NOx (as NO2) (kt)|NMVOC (kt)|SOx (as SO2) (kt)|NH3 (kt)|PM2.5 (kt)|PM10 (kt)|CO (kt)|Pb (t)|Cd (t)|Hg (t)|PCDD/ PCDF (dioxins/ furans)(g I-Teq)|PAHs (t)|HCB (kg)|PCBs (kg)
Thermal Conversion Compound Industriepark Höchst GmbH|J_Waste|06-70007410412|2|8,53683083730256|50,0884160346367|0,48|||||||||||||
Thermische Abfallbehandlung Lauta GmbH & Co. oHG|J_Waste|14-70-80350580000|3|14,1120978412546|51,4504368722987||||||||||||||
Thijssen - Tierzucht GmbH ehem. Ferkelhof Pätzold|K_AgriLivestock|14-74-47368370000|1|13,9886259322913|51,3536879366236||||0,011||||||||||
Thür. Qual.-fl. GmbH / Witzleben|K_AgriLivestock|16-81-41300000096|1|11,1127167404873|50,8192376523211||||0,012||||||||||
Tieraufzucht und Mast GbR Vogelsang 2|K_AgriLivestock|13-30-917|1|12,4289548104032|53,7492329715117||||0,0178||||||||||
Tiergut Elbland GmbH, SZA Gallschütz|K_AgriLivestock|14-65-58128660000|1|13,0270790670584|51,1957206749749||||0,0132||||||||||
Tiergut Zwethau GmbH Schweinemastanlage Zwethau|K_AgriLivestock|14-82-58248600000|1|13,0575432799111|51,5871757543207||||0,0531||||||||||
Tierproduktion GbR Klug/Braune -|K_AgriLivestock|13943|1|11,5114139259343|51,1866288227833||||0,0393||||||||||
Tierproduktion Hecklingen KG|K_AgriLivestock|20080|1|11,5450274056665|51,846723097852||||0,0328||||||||||
Tierproduktionsgesellschaft Thimmendorf mbH|K_AgriLivestock|16-85-69994640000|1|11,561823258992|50,5483717498862||||0,0225||||||||||
Tierzucht Packisch GmbH & Co KG|K_AgriLivestock|14-80-00056450000|1|13,155016476667|51,5222568318668||||0,0324||||||||||
Tobias Heimann GbR|K_AgriLivestock|06-05-774-9974690|1|8,82584320969938|51,6725170109494||||0,011||||||||||
Tranel Alfons|K_AgriLivestock|03-88-45602530660|1|7,24391044378348|52,525476918643||||0,0107||||||||||
Transfertex GmbH & Co. Thermodruck KG|E_Solvents|06-09-671-0183-0001|1|9,04055396018771|50,0229483669177||0,163||||||||||||
Trianel Gaskraftwerk Hamm GmbH & Co. KG|A_PublicPower|06-05-900-9140178|3|7,92866419093948|51,6732902551032|0,205|||||||||||||
Trianel Kohlekraftwerk Lünen GmbH & Co. KG|A_PublicPower|06-05-900-9141660|5|7,4652362544489|51,6141140844466|0,997||0,903||||0,773|||||||
Truthahnfarm Sambach GmbH|K_AgriLivestock|16-90-72560200000|1|10,4170475654722|51,2258429989093||||0,0148||||||||||
UPM GmbH, Werk Augsburg|B_Industry|06-09-761-0026-0001|2|10,901434674664|48,3798939440389||0,109||||||||||||
UPM GmbH, Werk Schongau|B_Industry|06-09-190-0036-0002|2|10,9000399885386|47,8072757691364|0,187|||||||||||||
URSA Deutschland GmbH, Werk Delitzsch|B_Industry|14-80-00001700000|2|12,3054338623342|51,5092188478005||||0,0715||||||||||
USB Umweltservice Bochum GmbH Zentraldeponie|J_Waste|06-05-900-9069256|1|7,26620403404563|51,4830726501359||||||||||||||
Udo Bremer|K_AgriLivestock|06-05-762-0144705|1|9,26988896936808|51,5358886883862||||0,0109||||||||||
Uniper Energy Storage GmbH, Erdgasspeicher Bierwang|A_PublicPower|06-09-810-0001-0001|5|12,4034793472834|48,1269386909307||||||||||||||
Uniper Kraftwerk Staudinger|A_PublicPower|06-00176010435|5|8,9534504381168|50,0876757039267|1,26||0,572|||||||||||
Uniper Kraftwerke GmbH|A_PublicPower|12-60510410000|5|12,4171497332869|52,3947600825346|0,133|||||||||||||
Uniper Kraftwerke GmbH|A_PublicPower|12358|5|11,9503990055343|51,3984616395479|3,55||3,61|||||||0,343||||
Uniper Kraftwerke GmbH Kraftwerk Heyden|A_PublicPower|06-05-700-0105516|5|8,99867773951409|52,3816158877838|1,24||0,81|||||||0,011||||
Uniper Kraftwerke GmbH Kraftwerk Scholven|A_PublicPower|06-05-500-0342658|5|7,0098590586536|51,6024108677569|2,82||1,5|||0,0926|||0,016|0,0627||||
Uniper Kraftwerke GmbH Kraftwerk Wilhelmshaven|A_PublicPower|03-09-09281566110|5|8,14691668879233|53,5649682872802|1,1||0,852|||0,0581||||0,0112||||
Uniper Kraftwerke GmbH, Kraftwerk Franken|A_PublicPower|06-09-500-0368-0001|5|11,0076650322746|49,4208300507329||||||||||||||
VEO Vulkan-Energiewirtschaft - Oderbrücke GmbH|A_PublicPower|12-30670510000|5|14,6333977168196|52,1628098829245|||0,307|||||||||||
VERA Klärschlammverbrennung|J_Waste|06-02-B74539A003|2|9,94292556494447|53,5345044139052||||||||||||||
VW Kraftwerk GmbH, HKW Baunatal|A_PublicPower|06-26200010633|5|9,43722581605843|51,2526146292201|0,103|||||||||||||
VW Sachsen GmbH|E_Solvents|14-60-64877950001|1|12,4843512735243|50,791930361552||0,378||||||||||||
VYNOVA Wilhelmshaven GmbH|B_Industry|03-09-09281734280|1|8,07042251151731|53,6263046765485||0,244||||||||||||
VZ Holterhagen GmbH|K_AgriLivestock|03-92-46001034870|1|8,33137936785115|52,7817948619105||||0,0169||||||||||
Van der Velde Agrar GmbH|K_AgriLivestock|16450|1|11,4861565279788|51,9108628997148||||0,0313||||||||||
Van der Velde Agrar GmbH|K_AgriLivestock|11515|1|11,2614737545088|51,9308102112029||||0,0112||||||||||
Van der Velde Agrar GmbH, Wasserleben|K_AgriLivestock|10908|1|10,7648619177298|51,9255657543626||||0,0107||||||||||
Vattenfall  Wärme  Berlin AG HKW Reuter-West|A_PublicPower|06-11-01-1105609|5|13,2437266143066|52,5352566604795|1,66||0,472|||||||||||
Vattenfall  Wärme Berlin AG  HKW Marzahn|A_PublicPower|06-11-01-1105502|5|13,5221035692815|52,523398157749||||||||||||||
Vattenfall  Wärme Berlin AG  HKW Mitte|A_PublicPower|06-11-01-1105503|5|13,4206269157309|52,5115857573115|0,608|||||||||||||
Vattenfall  Wärme Berlin AG  HKW Moabit|A_PublicPower|06-11-01-1105604|5|13,3449418306943|52,5374077723442|0,114||0,272|||||||||||
Vattenfall  Wärme Berlin AG HKW Reuter|A_PublicPower|06-11-01-1105602|5|13,2455644713853|52,5309501463085|0,191|||||||||||||
Vattenfall Europe New Energy Ecopower GmbH Betriebsstätte HKW Rostock|J_Waste|13-30-845|2|12,14474032112|54,1449455704203|0,145|||||||||||||
Vattenfall Heizkraftwerk Moorburg GmbH HKW Moorburg|A_PublicPower|06-02-BERZ003800|5|9,95020564119187|53,4910208606801|1,51||1,03|||||||0,0376||||
Vattenfall Wärme  Berlin AG  GuD-HKW Lichterfelde|A_PublicPower|06-11-01-1105610|5|13,3114105208763|52,4262880619914||||||||||||||
Vattenfall Wärme Berlin AG HKW Klingenberg|A_PublicPower|06-11-01-1105501|5|13,4959737040295|52,4900270804304|0,294|||||||||||||
Vattenfall Wärme Berlin AG HKW Lichterfelde|A_PublicPower|06-11-01-1105607|5|13,30960917319|52,4233940920699||||||||||||||
Vattenfall Wärme Hamburg GmbH|A_PublicPower|01-50-56050192711|5|9,725672873908|53,5664742488512|0,776||0,629|||||||0,0255||||
Vattenfall Wärme Hamburg Heizkraftwerk Tiefstack|A_PublicPower|06-02-B10132A001|3|10,0655194812345|53,5260858040331|0,459||0,333|||||||0,0147||||
Venator Germany GmbH|B_Industry|06-05-100-0888309|1|6,70522297354611|51,4395284866711|0,244||0,561|||||||||||
Venator Uerdingen GmbH|B_Industry|06-05-100-9008609|1|6,66238453153661|51,3681904153109|0,123||0,495|||||||||||
Vennix Agrar|K_AgriLivestock|12-30671210000|1|14,4981618018701|52,1358161688701||||0,0175||||||||||
Verallia Deutschland AG|B_Industry|06-08-5307279|2|9,87541203153773|47,9060677733524|0,368||0,28|||||||||||
Verallia Deutschland AG|B_Industry|06-09-185-0409-0001|2|11,2401456231066|48,7377478621121|0,216||0,225|||||||||||
Verallia Deutschland AG|B_Industry|06-05-100-0866675|2|6,99564374793443|51,5300371008611|0,389||0,248|||||||||||
Verallia Deutschland AG|B_Industry|07-01-271508|2|7,78300820504653|50,4693339367682|0,245||0,178|||||||||||
Veredlungsbetrieb Schwarze Pumpe|D_Fugitive|12-91710010000|4|14,3541149310761|51,5228668673286||||||0,13||||||||
Vestolit GmbH|B_Industry|06-05-500-0663967|1|7,1030612880781|51,6778739183932||||||||||||||
Vinnolit GmbH & Co. KG|B_Industry|06-05-300-1350566|1|6,95264945739661|51,0192382951303||||0,013||||||||||
Vinnolit GmbH & Co. KG Burgkirchen|B_Industry|06-09-171-0004--C01|1|12,7291639204868|48,1812840321023||||||||||||||
Vinnolit GmbH & Co. KG.|B_Industry|06-05-300-4040605|1|6,87171179345626|50,859418549721||||||||||||||
Vinnolit Schkopau GmbH  Werk Schkopau|B_Industry|18022|1|11,9355792267553|51,3983124145844||||||||||||||
Vinnolit Werk Burghausen|B_Industry|06-09-171-1004-0B01|1|12,8362030911195|48,1835296017413||||0,0396||||||||||
Vita BT GmbH / SMA Stödten -|K_AgriLivestock|16-88-41300000088|1|11,1747661240957|51,1874381264388||||0,0109||||||||||
Vodde Ludger|K_AgriLivestock|03-92-46000312480|1|8,11148979587218|52,6789343560338||||0,0108||||||||||
Volkswagen AG|E_Solvents|03-06-06290089530|1|9,66510217121559|52,4178734235634||0,377||||||||||||
Volkswagen AG Werk Emden|E_Solvents|03-04-04224103530|1|7,1592784138882|53,3493656129793||0,295||||||||||||
Volkswagen AG Werk Wolfsburg|A_PublicPower|03-01-01241117210|5|10,7683357741011|52,4295368855922|1,64|1,15|0,921|0,0209|||0,594|||||||
Volkswagen AG,  Werk Kassel|B_Industry|06-26300010633|2|9,4386897017038|51,2543626247897|0,119|||||||||||||
Volkswagen Osnabrück GmbH|E_Solvents|03-10-10285303730|1|8,07613651183725|52,2649016185303||0,117||||||||||||
Vornholt-Wickensack, Gertrud|K_AgriLivestock|06-05-570-0428091|1|7,84196648860404|52,0926976709875||||0,0119||||||||||
Vorwerk, Franz-Josef|K_AgriLivestock|03-85-45300562450|1|8,08614946026749|52,8284180428278||||0,0118||||||||||
Voßmann, Andreas|K_AgriLivestock|03-85-45300827640|1|7,98780263358616|52,9330547989476||||0,0225||||||||||
Völkerding Werner|K_AgriLivestock|03-92-46000051770|1|8,1123931025007|52,5846960777348||||0,0101||||||||||
W & P Agrar Handels GmbH Schweinehaltungsanlage Hauteroda|K_AgriLivestock|16-82-75640410002|1|11,2762245212738|51,2714329437922||||0,0232||||||||||
W & P Agrar Handels GmbH Schweinezuchtanlage Oberheldrungen|K_AgriLivestock|16-82-75640410001|1|11,2502963058984|51,2845074170533||||0,0242||||||||||
WEBA Mast KG Thöle Werner|K_AgriLivestock|03-92-46000093048|1|8,24352922101735|52,781977509191||||0,0125||||||||||
WECK GLASWERK GMBH|B_Industry|06-05-300-0057625|2|7,03604352915628|50,7164287873094|0,128|||||||||||||
WENTOWSEE Agrar- und Tierzucht GmbH|K_AgriLivestock|12-10650200000|1|13,2021887226172|53,0338280991048||||0,0112||||||||||
WESO-Aurorahütte GmbH|B_Industry|06-00000800534|2|8,57481185809049|50,7551194059002||||||||||||||
WIMEX  Agrarprodukte Import & Export GmbH|K_AgriLivestock|17705|1|11,9787362144202|51,7199413446418||||0,0419||||||||||
WIMEX Agrarprodukte Import & Export  GmbH|K_AgriLivestock|13287|1|11,9289068457096|51,7946855324003||||0,0223||||||||||
WIMEX Agrarprodukte Import & Export GmbH|K_AgriLivestock|17674|1|11,984451903803|51,7093269123765||||0,0392||||||||||
WIMEX Agrarprodukte Import & Export GmbH|K_AgriLivestock|12962|1|11,9533248895888|52,0116560262472||||0,0272||||||||||
WIMEX Agrarprodukte Import & Export GmbH|K_AgriLivestock|17706|1|11,9485713151374|51,7250379491633||||0,0419||||||||||
WIMEX Agrarprodukte Import & Export GmbH|K_AgriLivestock|18032|1|11,887050658334|51,7983837353783||||0,0476||||||||||
WIMEX Agrarprodukte Import & Export GmbH|K_AgriLivestock|17694|1|11,8918576100589|51,6081309367681||||0,0283||||||||||
WIMEX Agrarprodukte Import & Export GmbH|K_AgriLivestock|17691|1|12,1101082869128|51,7989685444546||||0,114||||||||||
WIMEX Agrarprodukte Import & Export GmbH|K_AgriLivestock|17679|1|11,9491533447561|51,9666294803967||||0,0224||||||||||
WIMEX Agrarprodukte Import u. Export GmbH - Farm Stadl|K_AgriLivestock|06-09-376-0117-0002|1|12,2761972486728|49,2292334157805||||0,0329||||||||||
WIMEX Agrarprodukte Import u. Export GmbH - Farm Thannhof|K_AgriLivestock|06-09-376-0117-0004|1|12,2341588535738|49,2174646157224||||0,0351||||||||||
WIMEX Agrarprodukte Import u. Export GmbH - Farm Tiefenhof|K_AgriLivestock|06-09-376-0117-0003|1|12,2341993666189|49,2238713104934||||0,0503||||||||||
WIMEX Geflügel Sachsen GmbH|K_AgriLivestock|18059|1|11,9388454766177|51,7104054802135||||0,0324||||||||||
WIMEX Geflügel Sachsen GmbH|K_AgriLivestock|10642|1|11,9033327749446|51,6930220713878||||0,0354||||||||||
WIMEX Geflügel Sachsen GmbH Elterntierhaltung|K_AgriLivestock|14-82-56202610000|1|12,7622083588412|51,528342114463||||0,0467||||||||||
WSW Energie & Wasser AG|A_PublicPower|06-05-100-0030723|5|7,12012589749935|51,248172531221|0,111|||||||||||||
WVER Wasserverband Eifel-Rur Zentralkläranlage Düren-Merken|J_Waste|06-05-300-0210474|1|6,44285231705144|50,8979997009342||||||||||||||
Wacker Chemie AG|B_Industry|14-70-63413233003|1|13,4001113756474|51,2941787847372||||||||||||||
Wacker Chemie AG, Werk Burghausen|B_Industry|06-09-171-0009-0B01|1|12,844207933489|48,1851466736492|0,601|||||||||||||
Walhalla Kalk GmbH & Co. KG Werk Regensburg|B_Industry|06-09-362-0035-0001|2|12,1387146232204|49,0299521601137|0,119|||||||||||||
Wasserverband Eifel - Rur|J_Waste|06-05-300-8000211|1|6,3327780522878|50,8308273733543||||||||||||||
Wenker, Hendrik|K_AgriLivestock|06-05-554-0915772|1|7,13205281363587|52,0769754040813||||0,0117||||||||||
Werner Reischle .|K_AgriLivestock|06-08-50931189|1|9,90620316508104|48,0163705047051||||0,0215||||||||||
Werner, Helmut|K_AgriLivestock|03-85-45300205600|1|7,95987609797666|53,035981267866||||0,0142||||||||||
Weser-Metall GmbH|B_Industry|03-09-09090117300|2|8,50415100681197|53,5036030447421|||0,199|||||||||||
Westerhoff, Dirk|K_AgriLivestock|03-85-45301259920|1|7,91158756586686|52,8306856841793||||0,0108||||||||||
Westers, Rainer|K_AgriLivestock|06-05-566-0384364|1|7,45152449649351|52,1554091312532||||0,0116||||||||||
Westrup, Benedikt|K_AgriLivestock|06-05-558-0226075|1|7,37250153934782|51,6828522387548||||0,0118||||||||||
Westsächsische Entsorgungs- und Verwertungsges. mbH  (WEV)|J_Waste|14-80-56170730001|1|12,4241080683865|51,2359440508701||||||||||||||
Westsächsische Entsorgungs- und Verwertungsgesell. mbH|J_Waste|14-80-56170730002|1|12,3968611436655|51,4056698323342||||||||||||||
Wichmann Entenzucht GmbH|K_AgriLivestock|06-09-572-0045-0001|1|10,6931835389547|49,7239514636858||||0,0175||||||||||
Wiegand- Glashüttenwerke  GmbH, Werk Schleusingen|B_Industry|16-80-53411000208|2|10,759154703488|50,5236774740765|0,131|||||||||||||
Wiegand-Glashüttenwerke GmbH|B_Industry|16-81-41100000038|2|10,9947118503159|50,581498521104|0,236|||||||||||||
Wiegand-Glashüttenwerke GmbH Werk Steinbach a.Wald|B_Industry|06-09-476-0032-0001|2|11,3820799670818|50,4395569598443|0,309||0,184|||||||||||
Wiegleber Landwirtschaftsgesellschaft mbH - Schweinemast|K_AgriLivestock|16-90-10703000000|1|10,6331086379536|51,0459985024654||||0,0172||||||||||
Wieland-Werke AG Fl.Nr. 331 Gemarkung Vöhringen|B_Industry|06-09-775-0143-0001|2|10,067803553874|48,2811978886835||||||||||||||
Wielens GbR vertreten durch Günter Wielens|K_AgriLivestock|06-05-554-0913065|1|6,88708814904874|52,1216475709516||||0,0108||||||||||
Wiesbyller Schweine KG|K_AgriLivestock|01-40-59162256220|1|9,31739298095564|54,5832967151883||||0,0204||||||||||
Wildberger Schweinefleisch GmbH|K_AgriLivestock|12-10681070000|1|12,6102339050599|52,8785845177418||||0,013||||||||||
Willenborg, Matthias Willenborg|K_AgriLivestock|03-85-45300831190|1|8,09382123616197|52,9717397030041||||0,0197||||||||||
Wulfa-Mast GmbH|K_AgriLivestock|03-92-46000312630|1|8,04829942002076|52,6870834576521||||0,0135||||||||||
Wärmeverbundkraftwerk Freiburg GmbH|A_PublicPower|06-08-9840001|5|7,84398890922279|48,0231704924558||||||||||||||
Wöste GbR|K_AgriLivestock|03-91-45902692810|1|7,83346269518832|52,4619910824713||||0,0103||||||||||
YARA Brunsbüttel GmbH|B_Industry|01-10-61020199408|1|9,20787094391901|53,9106443443535|0,171|||0,185||||||||||
YARA GmbH & Co. KG|B_Industry|13-30-1101002|1|12,3110908197735|54,1370811677321|0,292|||||0,0938||||||||
ZKS - Zentralkokerei Saar GmbH|B_Industry|06-10-0078668|5|6,74357527104311|49,3478083436112|0,918||0,243|||0,11|0,919|||||||
ZKW Otterbein Zementwerk|B_Industry|06-83300010631|2|9,50951892654724|50,5845244447728|0,252||||||0,73|||||||
Zanders Paper GmbH|B_Industry|06-05-300-0261171|2|7,12707346582988|50,9889072569676|0,165|||||||||||||
Zeitzer Guss GmbH|B_Industry|18149|2|12,1219524438813|51,0593263115939||||||||||||||
Zellstoff Stendal GmbH|B_Industry|17928|2|11,9858983281428|52,6906182450519|0,992|||||0,0842||||||||
Zellstoff-und Papierfabrik Rosenthal GmbH|B_Industry|16-85-69453670000|2|11,696336970544|50,4075264222443|0,494|||||||||||||
Zementwerk Rohrdorf|B_Industry|06-09-187-0018-0001|2|12,1815900710763|47,7908196173196|0,379||||||0,922|||0,024300000000000002||||
Zentraldeponie Dortmund Nord-Ost der EDG|J_Waste|06-05-900-9069399|1|7,54142948732569|51,5743866682896||||||||||||||
Zentraldeponie Emscherbruch|J_Waste|06-05-500-0662646|1|7,1309427276659|51,5563987991402||||||||||||||
Zentraldeponie Lüdenscheid- Kleinleifringhausen|J_Waste|06-05-900-9056650|1|7,68529299045072|51,2349690459294||||||||||||||
Zentraldeponie Münster II der Stadt Münster|J_Waste|06-05-500-0326755|1|7,65045425663827|52,0116164910155||||||||||||||
Zentraldeponie Piesberg|J_Waste|03-09-09000002820|1|8,02185873825692|52,315514432891||||||||||||||
Zucht Mast GmbH Schlenzer|K_AgriLivestock|12-50720060000|1|13,1841107449059|51,9527459878105||||0,0157||||||||||
Zuchtbetriebe Bernd Germann KG|K_AgriLivestock|03-92-46000031074|1|8,12258685077651|52,6935361710398||||0,0157||||||||||
Zweckverband Abfallbehandlung Kahlenberg|J_Waste|06-08-9839054|1|7,78413399518228|48,2410854906593||||||||||||||
Zweckverband Müllverwertungsanlage Ingolstadt|J_Waste|06-09-100-0135-0001|2|11,4929662998551|48,7643485563998|0,135|||||||||||||
Zweite Prignitzer Mastschwein GmbH|K_AgriLivestock|12-10700160000|1|12,2289184440391|53,0617057845469||||0,0109||||||||||
Zwiesel Kristallglas AG|B_Industry|06-09-276-0038-0001|2|13,2268119227393|49,0171683066139|0,175|||||||||||||
aha Zweckverband Abfallwirtschaft Region Hannover|J_Waste|03-06-06060221560|1|9,85791094504592|52,4106978751749||||||||||||||
confidential|K_AgriLivestock|06-09-571-9010-0001|1|10,2629449147777|49,24820853652||||0,0116||||||||||
confidential|B_Industry|14-70-63809683116|5|13,277829710303|51,3130735837816|||||||0,549|0,545|0,0189|0,0703||||
de Driemaat GbR|K_AgriLivestock|03-86-45403550210|1|7,20405631140119|52,7140349373016||||0,0134||||||||||
egga Betriebs GmbH|K_AgriLivestock|03-91-46000702140|1|8,28449721196297|52,4166531585286||||0,0106||||||||||
enercity AG Heizkraftwerk Linden|A_PublicPower|03-06-06060117340|5|9,7143038277638|52,3733799921746|0,113|||||||||||||
f glass GmbH|B_Industry|18083|2|11,5554984635944|52,0637260686677|0,29||0,244|||||||||||
hanseWasser Bremen GmbH / Kläranlage Seehausen|J_Waste|06-04-11/2000061/0/0|1|8,71078308369589|53,1145996901249||||||||||||||
monta Klebebandwerk GmbH|E_Solvents|06-09-780-0045-0001|1|10,2170564061116|47,5557565167645||0,206||||||||||||
slr-Elsterheide GmbH|B_Industry|14-74-17906712000|2|14,2590388666498|51,5238245199333||||||||||||||
swb Entsorgung GmbH & Co. KG / MHKW Bremen|A_PublicPower|06-04-11/2013754/1/0|5|8,81703952335489|53,1146126302393|0,444|||0,0134||||||||||
swb Entsorgung GmbH & Co. KG / MKK Bremen Mittelkalorik-Kraftwerk|J_Waste|06-04-11/2001178/8/6|3|8,72721304539941|53,1247603940725|0,194|||||||||||||
swb Erzeugung AG & Co. KG / Heizkraftwerk Hafen|A_PublicPower|06-04-11/2001178/8/1|5|8,72733794305593|53,1239156887976|0,816||0,664|||||||0,0799||||
thomas zement GmbH & Co. KG Werk Erwitte|B_Industry|06-05-900-0014514|2|8,33468194465239|51,5972101448566|0,359|0,12||0,042|||1,12|||||||
thyssenkrupp Hohenlimburg GmbH Warmwalzwerk|B_Industry|06-05-900-0071172|5|7,59202368276891|51,3456985833428|0,15|||||||||||||
thyssenkrupp Steel Europe AG Werk Beeckerwerth|B_Industry|06-05-100-0209707|5|6,70912255112472|51,4855160414683|0,864||0,206|||0,209|7,03|2,16|0,0886||0,34099999999999997|||
thyssenkrupp Steel Europe AG Werk Bruckhausen|B_Industry|06-05-100-0209697|5|6,74061065688053|51,4925124264362|0,516||0,293|||0,198|3,76|1,88|||0,33|||
thyssenkrupp Steel Europe AG Werk Hamborn|B_Industry|06-05-100-0215455|5|6,72648284165998|51,4912500236739|0,119||0,153||||4,53|||||||
thyssenkrupp Steel Europe AG Werk Höntrop|B_Industry|06-05-900-9000294|5|7,1710012768509|51,4755200524551|0,338|||||||||||||
thyssenkrupp Steel Europe AG Werk Hüttenheim|B_Industry|06-05-100-0209675|5|6,71857617779541|51,3635786887687|0,108|||||||||||||
thyssenkrupp Steel Europe AG Werk Kraftwerk Hamborn|A_PublicPower|06-05-100-0008504|5|6,72648284165998|51,4912500236739|0,817||1,07|||||||||||
thyssenkrupp Steel Europe AG Werk Ruhrort|A_PublicPower|06-05-100-0431367|5|6,73103049605837|51,4603021102245|0,81||0,622|||||||||||
thyssenkrupp Steel Europe AG Werk Schwelgern|B_Industry|06-05-100-0209686|5|6,73590748370847|51,5036903000694|5,29|0,393|8,4|||0,612|124,0|6,37|0,09809999999999999||1,32|||
v. Wendorff KG DaWa v. Wendorff KG DaWa|K_AgriLivestock|13-30-396|1|12,5503034323665|53,9634692824875||||0,0153||||||||||
van Gennip Tierzuchtanlagen GmbH & Co. Handels KG|K_AgriLivestock|17351|1|11,7205432859103|52,3889714958577||||0,0486||||||||||
